"Número Licitação";"Número Processo";"Objeto";"Modalidade Compra";"Situação Licitação";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Município";"Data PublicaçãoDOU";"Data Abertura";"Valor Licitação"
"000082013";"64669004083201287";"Objeto: Serviço de decoraçao de ambiente";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160512";"20 REGIMENTO DE CAVALARIA BLINDADO";"CAMPO GRANDE";"01/01/1900";"";"3050,00"
"000012013";"23178000014201321";"Objeto: Contratação de serviços de fornecimento de água para atender ao Campus Paulistana - exercício 2013";"Inexigibilidade de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26431";"INST.FED.DE EDUC.,CIENC.E TEC.DO PIAUI";"158359";"INST. FED. PIAUI/CAMPUS PAULISTANA";"PAULISTANA";"29/01/2013";"";"36000,00"
"002042012";"08656015295201268";"Objeto: Revisão periódica - Del 4/ - GMF-6959 - revisão de 10000 km";"Dispensa de Licitação";"Encerrado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30802";"DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL/MJ";"200115";"SUPERINTENDENCIA REG. POL. RODV. FEDERAL-MG";"CONTAGEM";"01/01/1900";"";"484,00"
"000052013";"12440000027201325";"Objeto: Confecção de banner.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170010";"SECRETARIA DA RECEITA FEDERAL DO BRASIL-RFB";"BRASILIA";"01/01/1900";"";"200,00"
"000202013";"12500000024201330";"Objeto: Aquisição de 170 caixas de etiquetas ink jet + laser, branca, tamanho real 33,9 x 101,6 mm, 14 por folha, em duas colunas, 100 folhas por caixa.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170009";"ESCOLA DE ADMINISTRACAO FAZENDARIA";"BRASILIA";"01/01/1900";"";"5967,00"
"000752013";"67438000896201391";"Objeto: Serviço por empresa especializada no controle de qualidade em analises clinicas com 12 kits com substancias padrão para controle interno e externo da qualidade em análises clínicas e respectivas avaliações.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52111";"COMANDO DA AERONAUTICA";"120066";"HOSPITAL DE FORÇA AÉREA DE SÃO PAULO";"SAO PAULO";"01/01/1900";"";"7751,88"
"000102013";"11761002122201297";"Objeto: Fornecimento de água e serviços de rede de esgotos para o imóvel onde funciona a PSFN/JUNDIAI/SP - R. Dr. Torres Neves, 512, na cidade de Jundiaí/SP.";"Inexigibilidade de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170131";"SUPERINTENDêNCIA DE ADMINISTRAçãO DO MF/SP";"SAO PAULO";"01/01/1900";"";"6260,16"
"000012013";"54340000012201335";"Objeto: Prestação de serviço de telefonia móvel.";"Dispensa de Licitação";"Encerrado";"20000";"PRESIDENCIA DA REPUBLICA";"22201";"INSTIT. NAC. DE COLONIZACAO E REFORMA AGRARIA";"373057";"SUPERINTEND.ESTADUAL DO E.SANTO-INCRA/SR-20";"VILA VELHA";"01/01/1900";"";"4800,00"
"000082013";"00000000000000001";"Objeto: Contratação de serviço de dosimetria pessoal e concessão de uso de porta-dosím  etros em conformidade com as normas da Comissão Nacional de Energia Nuclear CN  EN) consistindo de fornecimento de laudos técnicos comprovando a dose de radia  ção registrada em cada dosímetro. Do total de dosímetros tem-se 13 (treze) pes  soais e 1 (um) dosímetro de referência ou padrão.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160365";"HOSPITAL DE GUARNICAO DE BAGE";"BAGE";"01/01/1900";"";"631,20"
"000062013";"23083003644201224";"Objeto: Pregão Eletrônico -  Aquisição de livros";"Pregão";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26249";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"153166";"UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO";"SEROPEDICA";"23/01/2013";"06/02/2013";"30271,42"
"000012013";"01430000026201383";"Objeto: Leonardo Froes da Silva - colaborador - pagamento";"Inexigibilidade de Licitação";"Publicado";"42000";"MINISTERIO DA CULTURA";"20404";"FUNDACAO BIBLIOTECA NACIONAL";"344042";"FUNDAÇÃO BIBLIOTECA NACIONAL";"RIO DE JANEIRO";"30/01/2013";"";"1222,00"
"000022013";"21036004097201234";"Objeto: Contratação de Empresa para fornecimento de agua mineral sem gás em garrafões de 20 litros.";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO ";"130025";"SUPERINT.FED.DE AGRIC.,PEC.E ABASTECIMENTO/PE";"RECIFE";"01/01/1900";"";"7948,08"
"000012013";"46226016117201394";"Objeto: Serviço de recarga de extintores de incêndio.";"Dispensa de Licitação";"Encerrado";"38000";"MINISTERIO DO TRABALHO E EMPREGO";"38000";"MINISTERIO DO TRABALHO E EMPREGO - UNIDADES C";"380054";"SUPERINT REG DO TRAB E EMPREGO/TO";"PALMAS";"01/01/1900";"";"967,00"
"000172013";"48/13";"Objeto: Atendimento medico PSA";"Inexigibilidade de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160379";"9 BATALHAO DE INFANTARIA MOTORIZADO";"PELOTAS";"24/01/2013";"";"368,00"
"000102013";"11131720079201342";"Objeto: Compra de material de expediente para o exercício de 2013.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170108";"ALFANDEGA DA RFB PORTO DE FORTALEZA";"FORTALEZA";"01/01/1900";"";"6678,22"
"000042013";"04";"Objeto: Atender despesas com publicações no diário oficial na união.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160485";"4 CIRCUNSCRICAO DE SERVICO MILITAR";"SAO PAULO";"01/01/1900";"";"122,00"
"000122014";"35162000009201111";"Objeto: Locação de imóvel para abrigar a agência da Previdência Social em Tupaciguara";"Dispensa de Licitação";"Retificação";"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL";"37202";"INSTITUTO NACIONAL DO SEGURO SOCIAL";"511840";"GERÊNCIA EXECUTIVA UBERLANDIA";"UBERLANDIA";"01/01/1900";"";"22800,00"
"008642012";"01340001111201297";"Objeto: Pregão Eletrônico -  Prestação de serviço de agenciamento de viagens.";"Pregão";"Evento de Adiamento Publicado";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"24000";"MINIST.DA CIENCIA,TECNOL.,INOV.E COMUNICACOES";"240106";"INSTIT.NAC.DE PESQ.ESPACIAIS-S.J.CAMPOS - MCT";"SAO JOSE DOS CAMPOS";"02/01/2013";"18/01/2013";"2739782,29"
"000542013";"00054/2013";"Objeto: Aquisição de 01 vidros de 4mm 1,20x1,50, e                01 vidro  de 4mm 1,15x1,50.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25207";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS";"803030";"SERPRO - REGIONAL FORTALEZA";"FORTALEZA";"01/01/1900";"";"416,00"
"000052013";"50618000002820139";"Objeto: Serviços de fornecimento de agua canalizada e esgotos que tem como fornecedora a empresa Agua e Esgostos do Piauí S/A - AGESPISA";"Inexigibilidade de Licitação";"Publicado";"39000";"MINIST.DOS TRANSP.,PORTOS E AVIACAO CIVIL";"39252";"DEPTO. NAC. DE INFRA-ESTRUTURA DE TRANSPORTES";"393022";"SUPERINTENDENCIA REG. NO ESTADO PI - DNIT";"TERESINA";"01/02/2013";"";"80000,00"
"558172013";"2013NE00564";"Objeto: Aquisição de material";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26244";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"153114";"UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL";"PORTO ALEGRE";"01/01/1900";"";"45,30"
"000202013";"51/13";"Objeto: Atendimento medico PSA";"Inexigibilidade de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160379";"9 BATALHAO DE INFANTARIA MOTORIZADO";"PELOTAS";"24/01/2013";"";"1002,00"
"000152013";"000019/2013-EsAO";"Objeto: Aquisição de material para manutenção de bens imóveis";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160311";"ESCOLA DE APERFEICOAMENTO DE OFICIAIS";"RIO DE JANEIRO";"01/01/1900";"";"3236,40"
"000032013";"01180001747/2012";"Informação protegida por sigilo nos termos da legislação vigente";"Pregão";"Evento de Revogação Publicado";"20000";"PRESIDENCIA DA REPUBLICA";"20101";"PRESIDENCIA DA REPUBLICA";"110120";"AGENCIA BRASILEIRA DE INTELIGENCIA";"BRASILIA";"31/01/2013";"14/02/2013";"0,00"
"000322013";"0874300032/2013";"Objeto: Servico de telefonia fixa";"Dispensa de Licitação";"Encerrado";"30000";"MINISTERIO DA JUSTICA E SEGURANçA PUBLICA";"30202";"FUNDACAO NACIONAL DO INDIO";"194033";"COORDENAÇÃO REGIONAL ARAGUAIA TOCANTINS/TO";"PALMAS";"01/01/1900";"";"1247,82"
"000022013";"64419000118201331";"Objeto: Prestação de serviço de coquetel.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160150";"4 COMPANHIA DE ENGENHARIA COMBATE MECANIZADA";"JARDIM";"01/01/1900";"";"2500,00"
"000052013";"23159000017201391";"Objeto: Serviço de envio de correspondência, sedex e outros.";"Inexigibilidade de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26406";"INST.FED.DE EDUC.,CIENC.E TEC.DO ESP.SANTO";"158422";"INST.FED. ESPIRITO SANTO/CAMPUS NOVA VENECIA";"NOVA VENECIA";"30/01/2013";"";"3000,00"
"000032013";"64140001653201236";"Objeto: Atender despesa com fornecimento de energia eletrica para o ano de 2013";"Dispensa de Licitação";"Publicado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160274";"25 BATALHAO LOGISTICO (ES)";"RIO DE JANEIRO";"08/02/2013";"";"246000,00"
"000012013";"23249022594201244";"Objeto: Contratação de empresa especializada para realização de treinamento e capacitação de servidores a fim de atender as necessidades do Instituto Federal do Maranhão - IFMA / REITORIA.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26408";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"158128";"INST.FED.DE EDUC.,CIENC.E TEC.DO MARANHAO";"SAO LUIS";"01/01/1900";"";"4228,98"
"010042013";"23072000134201313";"Objeto: Aquisição de antena amplificada para atender o DLO/UFMG.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26238";"UNIVERSIDADE FEDERAL DE MINAS GERAIS";"153254";"ADMINISTRACAO GERAL/UFMG";"BELO HORIZONTE";"01/01/1900";"";"199,00"
"900012013";"90001/2013";"Objeto: Serviço de aferição das balança rodoviária eletrônica-60 TON., de marcas, TOLEDO e marca CHIAVO, série;0000000169, balança plataforma cap.500KG, marca FILIZOLA, balança eletrônica cap.06KG, marca FILIZOLA e balança mecânica capacidade 02-KG, marca COZZLINO, lotadas na unidade armazenadora da Conab em Varginha/MG.";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22211";"COMPANHIA NACIONAL DE ABASTECIMENTO";"135182";"CONAB SEDE SUREG MINAS GERAIS";"BELO HORIZONTE";"01/01/1900";"";"2335,30"
"103202013";"23106.010320/2013";"Objeto: Locacao de espaco fisico destinado a realizacao do concurso ANCINE-Pericia Medica.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154079";"CENTRO DE SEL.E DE PROMOçãO DE EVENTOS";"BRASILIA";"01/01/1900";"";"1500,00"
"000022013";"23065000603201385";"Objeto: Manutenção corretiva no eletroencefalógrafo digital.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26231";"UNIVERSIDADE FEDERAL DE ALAGOAS";"150229";"HOSPITAL UNIVERSITARIO PROF ALBERTO ANTUNES";"MACEIO";"01/01/1900";"";"770,00"
"000192013";"2013DI000019";"Objeto: Renovação de seguro de veículo Imbel, Citroen Jumper 2.3, 16 lugares TB Diesel. Período de 01 ano.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52221";"INDUSTRIA DE MATERIAL BELICO DO BRASIL";"168003";"INDUSTRIA DE MATERIAL BELICO DO BRASIL - GAB";"BRASILIA";"01/01/1900";"";"8365,67"
"000862012";"23079058137201206";"Objeto: Aquisição de Sensor adesivo para monitorização do Nível de Consciência.";"Inexigibilidade de Licitação";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26245";"UNIVERSIDADE FEDERAL DO RIO DE JANEIRO";"153152";"HOSPITAL UNIVERSITARIO DA UFRJ";"RIO DE JANEIRO";"30/01/2013";"";"462000,00"
"000062012";"35013003149201228";"Objeto: Fornecimento de agua e esgoto para as Unidades da GEXSAL na Capital e Interior.";"Inexigibilidade de Licitação";"Publicado";"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL";"37202";"INSTITUTO NACIONAL DO SEGURO SOCIAL";"511640";"GERÊNCIA EXECUTIVA SALVADOR";"SALVADOR";"30/01/2013";"";"656250,00"
"000022013";"10905720157201267";"Objeto: Pregão Eletrônico -  Contratação de pessoa jurídica para prestação de  Serviços de Telefonia Móvel  Pessoal   SMP, com tecnologia digital, contratação pós paga, com cobertura de sinal em todo o território nacional através de  roaming , com recurso para tráfego de voz e dados, para atender a setores administrativos da Superintendência Regional da Receita Federal do Brasil/9a RF, sediados nos estados do Paraná e Santa Catarina.";"Pregão";"Evento de Resultado de Julgame";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170156";"SUPERINTENDENCIA REGIONAL DA RFB NA 9A RF";"CURITIBA";"16/01/2013";"20/02/2013";"130805,28"
"000052013";"00005/2013";"Objeto: Prestação de serviço, taxa de iluminação pública.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160115";"12 CIRCUNSCRICAO DE SERVICO MILITAR";"JUIZ DE FORA";"01/01/1900";"";"70,00"
"000262013";"024635/2012-16";"Objeto: Pasta cores variadas e outros.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIAS";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"GOIANIA";"01/01/1900";"";"263,45"
"000022013";"915.033/2013";"Objeto: Manutenção de aparelho de ar condicionad split.";"Dispensa de Licitação";"Encerrado";"32000";"MINISTERIO DE MINAS E ENERGIA";"32263";"DEPARTAMENTO NACIONAL DE PRODUCAO MINERAL";"323013";"SUPERINTENDÊNCIA DO DNPM-SC";"FLORIANOPOLIS";"01/01/1900";"";"270,00"
"000132013";"7203000031201347";"Objeto: Renovação de 7 (sete) assinaturas do jornal 'Diário Oficial da União', seções 1, 2 e 3, período anual, para o período de 26/01/2013 a 25/01/2014.";"Dispensa de Licitação";"Encerrado";"54000";"MINISTERIO DO TURISMO";"54000";"MINISTERIO DO TURISMO - UNIDADES COM VÍNCULO ";"540004";"COORD. GERAL DE RECURSOS LOGISTICOS - CGRL";"BRASILIA";"01/01/1900";"";"6851,60"
"000112013";"02017000056201333";"Objeto: Inscrição da servidora Daniela Pivoto Pinto no evento de capacitação XVI Simpósio Brasileiro de Sensoriamento Remoto - SBSR";"Dispensa de Licitação";"Publicado";"44000";"MINISTERIO DO MEIO AMBIENTE";"20701";"INST.BRAS.DO MEIO AMB.E DOS REC.NAT.RENOVAV.";"193118";"IBAMA - SUPERINTENDENCIA DO PARANA/PR";"CURITIBA";"08/03/2013";"";"970,00"
"000022013";"03642000057201374";"Objeto: Contratação de serviços de monitoramento e vigilância eletrônica 24h incluindo a instalação dos equipamentos para a Agência do IBGE em Chapecó/SC";"Dispensa de Licitação";"Encerrado";"20113";"MINIST. DO PLANEJAMENTO, DESENVOLV. E GESTAO";"25205";"FUND.INST.BRASILEIRO DE GEOG.E ESTATISTICA";"114624";"UNIDADE ESTADUAL DO IBGE EM SANTA CATARINA";"FLORIANOPOLIS";"01/01/1900";"";"936,00"
"000372013";"25000079363200864";"Objeto: Aquisição de medicamentos e correlatos para atender Demanda Judicial.";"Dispensa de Licitação";"Encerrado";"36000";"MINISTERIO DA SAUDE";"36000";"MINISTERIO DA SAUDE - UNIDADES COM VÍNCULO DI";"250005";"DEPARTAMENTO DE LOGISTICA EM SAUDE - DLOG";"BRASILIA";"01/01/1900";"";"2198,05"
"001692012";"23070024475201213";"Objeto: Pregão Eletrônico -  Aquisição se enxoval hospitalar";"Pregão";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26235";"UNIVERSIDADE FEDERAL DE GOIAS";"153054";"HOSPITAL DAS CLINICAS DA UFGO";"GOIANIA";"24/01/2013";"06/02/2013";"57242,80"
"108662013";"23106.010866/2013";"Objeto: Aquisição de lanche/refeição, para atender a realização do concurso ANP/2013.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154079";"CENTRO DE SEL.E DE PROMOçãO DE EVENTOS";"BRASILIA";"01/01/1900";"";"230,00"
"000042013";"043043/2012";"Objeto: Serviços de telecinagem de bobina de filme,edição de vídeo e reprodução de bobinas de audio.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26239";"UNIVERSIDADE FEDERAL DO PARA";"153063";"UNIVERSIDADE FEDERAL DO PARA";"BELEM";"01/01/1900";"";"7950,00"
"001952013";"S/N";"Objeto: Eliminadores de Ar em Ferro diamêtro 1' rosca BSP Ref. 13WDM Fabricação SPIRAX SARCO";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25207";"SERVICO FEDERAL DE PROCESSAMENTO DE DADOS";"803080";"SERPRO - REGIONAL SAO PAULO";"SAO PAULO";"01/01/1900";"";"3830,00"
"000072013";"07/01/2013 - SALC";"Objeto: Manutenção de conservação de equipamentos de processamento de dados.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160121";"HOSPITAL GERAL DE JUIZ DE FORA";"JUIZ DE FORA";"01/01/1900";"";"95,00"
"000102013";"64261000129201352";"Objeto: Serviço Médico Hospitalar aos usuários do Fusex na área de Oncologia.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160372";"COMANDO DE ARTILHARIA DIVISIONARIA/3 RM";"CRUZ ALTA";"01/01/1900";"";"30,00"
"000042013";"64131008937201343";"Objeto: Serviço de telefonia móvel.";"Dispensa de Licitação";"Retificação";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160354";"10 BATALHAO LOGISTICO";"ALEGRETE";"01/01/1900";"";"400,00"
"000012013";"25386001282200125";"Objeto: Pregão Eletrônico -  Serviço contínuo para o controle integrado de sinantrópicos urbanos nas dependências do instituto de tecnologia em imunobiológicos   bio-manguinhos, constante na rdc nº 17/2010, de boas práticas de fabricação de medicamentos, da Agência Nacional de Vigilância Sanitária   Anvisa.";"Pregão";"Evento de Anulação Publicado";"36000";"MINISTERIO DA SAUDE";"36201";"FUNDACAO OSWALDO CRUZ";"254445";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"RIO DE JANEIRO";"09/01/2013";"21/01/2013";"0,00"
"000152013";"Disp015/13-2RCMec";"Objeto: Atender despesas com serviço Certifiçao Digital para envio da DIRF";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160428";"2 REGIMENTO DE CAVALARIA MECANIZADO";"SAO BORJA";"01/01/1900";"";"441,68"
"000022013";"35092000634201215";"Objeto: Pregão Eletrônico -  Contratação de empresa especializada para prestaçao de serviços de Formação Profissional, através de ministração de cursos, Incluindo todo o material necessário, destinado aos segurados da Previdência Social, Inscrito em Programa de Reabilitação Profissional da GEXCGD/MS, abrangendo o interior do Estado de MS";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL";"37202";"INSTITUTO NACIONAL DO SEGURO SOCIAL";"510280";"GERÊNCIA EXECUTIVA CAMPO GRANDE";"CAMPO GRANDE";"30/01/2013";"14/02/2013";"59,02"
"000012013";"25100027729201278";"Objeto: Pregão Eletrônico -  Contratação de Empresa para prestação de serviços, com fornecimento de mão de obra, disponibilização de equipamentos e outros, necessários ao transporte aéreo de cargas, em âmbito nacional, de interesse e responsabilidade da Fundação Nacional de Saúde - FUNASA.";"Pregão";"Publicado";"36000";"MINISTERIO DA SAUDE";"36211";"FUNDACAO NACIONAL DE SAUDE";"255000";"FUNDACAO NACIONAL DE SAUDE - DF";"BRASILIA";"09/01/2013";"21/01/2013";"413580,00"
"000332012";"902462012";"Objeto: Pregão Eletrônico -  Sistema de Registro de Preços para aquisição futura de material de consumo impresso.";"Pregão - Registro de Preço";"Evento de Resultado de Julgame";"26000";"MINISTERIO DA EDUCACAO";"26239";"UNIVERSIDADE FEDERAL DO PARA";"158172";"HOSPITAL UNIVERSITARIO JOAO DE BARROS BARRETO";"BELEM";"08/01/2013";"22/01/2013";"574,80"
"000202013";"23076051972201226";"Objeto: Pregão Eletrônico -  Aquisição de reagentes para hemostasia com cessão de equipamentos, para o Laboratório de Análises Clínicas do Hospital das Clínicas da UFPE";"Pregão";"Evento de Resultado de Julgame";"26000";"MINISTERIO DA EDUCACAO";"26242";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"153080";"UNIVERSIDADE FEDERAL DE PERNAMBUCO";"RECIFE";"24/01/2013";"05/02/2013";"248050,00"
"000042013";"23117000446201355";"Objeto: Serviço: Franquia seguro 'Ônibus'.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26274";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"154043";"FUNDACAO UNIVERSIDADE FEDERAL DE UBERLANDIA";"UBERLANDIA";"01/01/1900";"";"4476,03"
"000012013";"001/2013";"Objeto: Serviços de publicidade em geral";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160250";"1 BATALHAO DE COMUNICACOES";"SANTO ANGELO";"01/01/1900";"";"4800,00"
"160172013";"231060140172013";"Objeto: Peças para reparo em equipamento.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"BRASILIA";"01/01/1900";"";"322,00"
"103012013";"23106.010301/2013";"Objeto: Locacao de espaco fisico destinado a realizacao do concurso STM - Entrega de documentos e inscricao proeliminar.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154079";"CENTRO DE SEL.E DE PROMOçãO DE EVENTOS";"BRASILIA";"01/01/1900";"";"3400,00"
"167792013";"23105.016779/2013";"Objeto: Para custear serviços com anuidade de 2013 da ufam.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26270";"FUNDACAO UNIVERSIDADE DO AMAZONAS";"154039";"FUNDACAO UNIVERSIDADE DO AMAZONAS";"MANAUS";"01/01/1900";"";"2011,62"
"160072013";"231060160072013";"Objeto: Confecção de placa.";"Dispensa de Licitação";"Encerrado";"26000";"MINISTERIO DA EDUCACAO";"26271";"FUNDACAO UNIVERSIDADE DE BRASILIA";"154040";"FUNDACAO UNIVERSIDADE DE BRASILIA - FUB";"BRASILIA";"01/01/1900";"";"1600,00"
"000152013";"0017/2013 28BC";"Objeto: Pagamento de multa e juros";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160454";"28 BATALHAO DE CACADORES";"ARACAJU";"01/01/1900";"";"50,00"
"000182013";"018";"Objeto: Serviço de recuperação de motor bomba 10cv e serviço de rebobinamento motor elétrico 1120 a 6 pólos.";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22202";"EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA";"135009";"EMBRAPA/CPAMN";"TERESINA";"01/01/1900";"";"225,00"
"000012013";"10530000002201397";"Objeto: Fornecimento de água e saneamento para a Agência da Receita Federal do Brasil em Juazeiro/ BA.";"Dispensa de Licitação";"Encerrado";"25000";"MINISTERIO DA FAZENDA";"25000";"MINISTERIO DA FAZENDA - UNIDADES COM VÍNCULO ";"170080";"DELEGACIA DA RFB EM FEIRA DE SANTANA";"FEIRA DE SANTANA";"01/01/1900";"";"1200,00"
"000012013";"23087005964201289";"Objeto: Pregão Eletrônico -  Aquisição futura de materiais de consumo químico";"Pregão - Registro de Preço";"Publicado";"26000";"MINISTERIO DA EDUCACAO";"26260";"UNIVERSIDADE FEDERAL DE ALFENAS";"153028";"UNIVERSIDADE FEDERAL DE ALFENAS";"ALFENAS";"30/01/2013";"14/02/2013";"351,00"
"000052013";"0008/2013";"Objeto: Serviço de acesso à internet via rádio com velocidade de 512 kbps para o Campo Experimental do Curu, em Paraipaba-Ce, no período de 01/01 a 31/12/2013.";"Dispensa de Licitação";"Encerrado";"22000";"MINIST. DA AGRICUL.,PECUARIA E ABASTECIMENTO";"22202";"EMPRESA BRASILEIRA DE PESQUISA AGROPECUARIA";"135048";"EMBRAPA/CNPAT";"FORTALEZA";"01/01/1900";"";"4800,00"
"000042013";"35042000127201340";"Objeto: Contratação do Serviço Autônomo de Água e Esgoto-SAAE, em Itororó-Bahia, para a prestação do serviço mensal de fornecimento de água potável e esgoto, conforme PES nº 05/2013, atendendo solicitação contida no memorando nº 05/GEXVTC/INSS, de 07 de janeiro de 2013.";"Inexigibilidade de Licitação";"Publicado";"55000";"MINISTERIO DO DESENVOLVIMENTO SOCIAL";"37202";"INSTITUTO NACIONAL DO SEGURO SOCIAL";"511673";"GERÊNCIA EXECUTIVA VITÓRIA DA CONQUISTA";"VITORIA DA CONQUISTA";"15/01/2013";"";"780,00"
"000022013";"02/01/2013";"Objeto: Empenho destinado a cobrir gastos com energia eletrica.";"Dispensa de Licitação";"Encerrado";"52000";"MINISTERIO DA DEFESA";"52121";"COMANDO DO EXERCITO";"160187";"21 CIRCUNSCRICAO DE SERVICO MILITAR";"RECIFE";"01/01/1900";"";"4000,00"
